epoch,lr,train_mse,val_mse,val_r2,epoch_time_s
29,0.0005,0.03591235565210061,0.07110925763845444,0.2608095407485962,141.43372797966003
30,0.0005,0.04082638700531292,0.04784514382481575,0.5014604926109314,160.32514429092407
31,0.0005,0.03366401681605461,0.040291499346494675,0.5758658051490784,153.2496256828308
32,0.0005,0.03333070690111932,0.0421765111386776,0.5574210286140442,156.7167570590973
33,0.0005,0.0312025215334659,0.04246337339282036,0.552554190158844,163.26648330688477
34,0.0005,0.02955302478402705,0.03682541847229004,0.6141979694366455,171.57396721839905
35,0.0005,0.026010790787278915,0.04121872037649155,0.5705685019493103,155.03972792625427
36,0.0005,0.025865287493735206,0.033445198088884354,0.6466346383094788,128.9118492603302
37,0.0005,0.025452756185461434,0.02883634716272354,0.6932455897331238,133.3933608531952
38,0.0005,0.024769286913905373,0.0294051431119442,0.6857506632804871,136.66190600395203
39,0.0005,0.02352013118614506,0.028468500822782516,0.6957893371582031,141.7050268650055
40,0.0005,0.021978469636556915,0.04004109278321266,0.5812130570411682,146.70320677757263
41,0.0005,0.02047399539580788,0.0394265279173851,0.592248260974884,154.02024698257446
42,0.0005,0.021284530507663192,0.03939509019255638,0.5941467881202698,142.1270878314972
43,0.0005,0.018920519335155265,0.06219519302248955,0.3612895905971527,144.1563160419464
44,0.0005,0.026033771596540068,0.0521153099834919,0.4495445191860199,146.03897714614868
45,0.0005,0.02489599229993413,0.03524916619062424,0.6261987090110779,141.91980385780334
46,0.0005,0.025297948787881566,0.022905610501766205,0.7553072571754456,145.5906879901886
47,0.0005,0.020055594969892978,0.020406872034072876,0.7790975570678711,146.2952299118042
48,0.0005,0.019902748035677827,0.021709566935896873,0.7656503319740295,155.50536704063416
49,0.0005,0.01933825619914144,0.02800808846950531,0.6960725784301758,163.7692313194275
50,0.0005,0.018580242914223354,0.03940803185105324,0.5816307067871094,146.7089879512787
51,0.0005,0.01968176336727332,0.024544624611735344,0.7406732439994812,146.09300589561462
52,0.0005,0.017235742041695968,0.04108789563179016,0.5738275051116943,150.88048696517944
53,0.0005,0.018271654893707478,0.04458063095808029,0.5356658101081848,140.2766089439392
54,0.00025,0.01644294569654943,0.03724635764956474,0.6020853519439697,117.79125905036926
55,0.00025,0.017502670894511303,0.03232152760028839,0.654933512210846,109.65106916427612
56,0.00025,0.01625179593910032,0.031066400930285454,0.6690115928649902,108.65177583694458
57,0.00025,0.014955962563294973,0.028903959318995476,0.6906725764274597,109.63456106185913
58,0.00025,0.014747171176236067,0.019908390939235687,0.7858497500419617,109.80026268959045
59,0.00025,0.013917657054009326,0.016130667179822922,0.8257641792297363,111.61199307441711
60,0.00025,0.013872694511392817,0.016263797879219055,0.824184000492096,110.2903618812561
61,0.00025,0.013299492408658933,0.018151365220546722,0.8044226765632629,109.25184106826782
62,0.00025,0.012992176855875682,0.020167876034975052,0.7840971946716309,109.99180006980896
63,0.00025,0.012359477936368973,0.020392296835780144,0.7812915444374084,109.57320094108582
64,0.00025,0.012014977139718892,0.020457349717617035,0.7784011960029602,111.49253416061401
65,0.00025,0.0125524114638221,0.020553283393383026,0.7780490517616272,110.175852060318
66,0.000125,0.012246296121731129,0.01803731359541416,0.8064609169960022,110.10662388801575
67,0.000125,0.011921998607627986,0.016804423183202744,0.8196490406990051,109.86708807945251
68,0.000125,0.01197501297910415,0.015504584647715092,0.8323402404785156,110.43456602096558
69,0.000125,0.011085649054948469,0.014538265764713287,0.8421206474304199,110.31776309013367
70,0.000125,0.011324084054981398,0.01401524432003498,0.8477644920349121,110.14889216423035
71,0.000125,0.01134781130615801,0.013883553445339203,0.849307119846344,110.20518088340759
72,0.000125,0.011373343460484226,0.014007705263793468,0.8479951024055481,110.09986901283264
73,0.000125,0.01124177694901404,0.014159724116325378,0.8460783958435059,109.98815584182739
74,0.000125,0.010896091190341298,0.01411106064915657,0.8465520739555359,109.48239922523499
75,0.000125,0.010822574977159105,0.013637198135256767,0.8517310619354248,109.57756972312927
76,0.000125,0.010765297256508969,0.013169936835765839,0.8566729426383972,110.11601829528809
77,0.000125,0.010673415865656451,0.013143562711775303,0.8569114804267883,109.3168580532074
78,0.000125,0.01018508410955444,0.01460821833461523,0.8410703539848328,110.41879510879517
79,0.000125,0.010145851375402306,0.015972726047039032,0.8266980648040771,109.66629004478455
80,0.000125,0.01026941958512141,0.015203684568405151,0.835456132888794,109.90331101417542
