orig_index,Spectra,gv_fraction,npv_fraction,soil_fraction,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000,1010,1020,1030,1040,1050,1060,1070,1080,1090,1100,1110,1120,1130,1140,1150,1160,1170,1180,1190,1200,1210,1220,1230,1240,1250,1260,1270,1280,1290,1300,1310,1320,1330,1340,1350,1360,1370,1380,1390,1400,1410,1420,1430,1440,1450,1460,1470,1480,1490,1500,1510,1520,1530,1540,1550,1560,1570,1580,1590,1600,1610,1620,1630,1640,1650,1660,1670,1680,1690,1700,1710,1720,1730,1740,1750,1760,1770,1780,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,2110,2120,2130,2140,2150,2160,2170,2180,2190,2200,2210,2220,2230,2240,2250,2260,2270,2280,2290,2300,2310,2320,2330,2340,2350,2360,2370,2380,2390,2400,2410,2420,2430,2440,2450,2460,2470,2480,2490
7,Resop066,0.0236686,0.218935,0.757396,-1.4164038,-1.3903718,-1.360555,-1.3266013,-1.291731,-1.261856,-1.2389662,-1.2183601,-1.1944022,-1.1642871,-1.1279126,-1.0865883,-1.0393562,-0.9887172,-0.93865794,-0.8901186,-0.8451427,-0.80763555,-0.7753992,-0.7460175,-0.71778923,-0.6936816,-0.6735771,-0.6475782,-0.62160796,-0.6005738,-0.5829574,-0.5678871,-0.5383464,-0.47601488,-0.39342347,-0.31636235,-0.25352156,-0.19033183,-0.13624255,-0.09720226,-0.06268233,-0.03794322,-0.0133989155,0.0090934485,0.0312052,0.04860224,0.06286849,0.087375745,0.112320885,0.13251205,0.15093395,0.16899101,0.18604495,0.19936919,0.20443869,0.21730204,0.23760574,0.22614972,0.21771221,0.23822579,0.26847005,0.30723923,0.3335729,0.3596705,0.38851687,0.41828364,0.4358089,0.4563477,0.47446027,0.48958778,0.5056364,0.5212797,0.53414506,0.5440258,0.55077654,0.53395313,0.49990278,0.50836855,0.53098935,0.55452144,0.5959043,0.62210214,0.63728577,0.65096164,0.66577244,0.68247056,0.70262235,0.72176236,0.7382889,0.7527433,0.7678993,0.7799375,0.7861659,0.7947084,0.79491544,0.7876496,0.7758397,0.7536331,0.7218182,0.6341394,0.5288852,0.47436702,0.3683735,0.22378401,0.20528884,0.1410933,0.17112488,0.17443259,0.17070697,0.20153204,0.22671065,0.24067096,0.29958373,0.36727574,0.42998204,0.4848248,0.53217995,0.5751212,0.61101663,0.6419891,0.67132145,0.6989604,0.72472566,0.7482231,0.76977605,0.7917595,0.8124451,0.82888705,0.8409479,0.853706,0.8639873,0.86782664,0.8670212,0.8661611,0.86553735,0.8624471,0.8518839,0.8433994,0.83561045,0.8183395,0.7982097,0.78110075,0.761584,0.7351054,0.69753546,0.63972557,0.5084908,0.7051956,0.3669261,-0.387408,-1.0036589,1.0027481,0.25759482,-0.30901188,-1.0260576,-0.3336839,-0.46129847,-0.46677032,-0.34949458,-0.33693436,-0.18156092,-0.1176435,-0.073409714,-0.017871609,0.0306507,0.12622814,0.15562014,0.18894938,0.23786119,0.24951234,0.30363038,0.32652882,0.36527628,0.38575643,0.4031732,0.45702034,0.48150623,0.52159333,0.54515606,0.542953,0.5310941,0.50612414,0.491462,0.47543278,0.45233288,0.48302728,0.5030106,0.5198028,0.46066147,0.45487574,0.39904246,0.37094396,0.3994075,0.37783214,0.37983793,0.27080047,0.30527177,0.2736584,0.22412291,0.20713207,0.20359051,0.2328694,0.22023265,0.10782669,0.06493422,0.009573158,-0.28021914,-0.37444672,-0.10732127,0.5295646,-0.25847864,-1.1771663,-1.420749,-1.5620165
8,Resop067,0.0236686,0.313609,0.662722,-1.3364722,-1.3057209,-1.2702318,-1.2292938,-1.1873018,-1.1507279,-1.1211053,-1.093997,-1.0644021,-1.0287464,-0.9872819,-0.9422761,-0.89337593,-0.8417448,-0.7893447,-0.73688585,-0.6857299,-0.63992983,-0.59945005,-0.56322026,-0.5265398,-0.50203687,-0.47161767,-0.44056684,-0.40997434,-0.3831189,-0.35980722,-0.33996993,-0.30706045,-0.24485466,-0.17187032,-0.10818966,-0.060677834,-0.0068468177,0.044611476,0.08332983,0.119019404,0.1447489,0.17134082,0.19552042,0.21957752,0.23774666,0.25217488,0.27961567,0.3080542,0.33030644,0.35007748,0.36976323,0.38827804,0.40209132,0.4045975,0.41686055,0.438675,0.4201831,0.4063476,0.4314575,0.46680385,0.51242197,0.54170096,0.57069415,0.59146994,0.606389,0.6257634,0.64355344,0.65987056,0.67611897,0.69664633,0.7106347,0.7257741,0.7345262,0.73541415,0.71691287,0.6618074,0.66144675,0.68690443,0.7127144,0.7648647,0.79989576,0.8147101,0.8322996,0.8472453,0.8636566,0.8837506,0.905595,0.92557573,0.94169605,0.95481145,0.9682127,0.97744393,0.985306,0.9854278,0.9813613,0.9663923,0.93555087,0.8979643,0.77985686,0.6710094,0.5414981,0.46487895,0.33312416,0.3052012,0.27126953,0.29224798,0.30760384,0.2957963,0.32588306,0.35644868,0.36425257,0.42308822,0.49130398,0.5583699,0.61497444,0.66322374,0.7055588,0.7395514,0.76911557,0.7951421,0.82001716,0.8430084,0.866673,0.88985753,0.9169201,0.9406775,0.9583439,0.9724699,0.9830532,0.98849607,0.989889,0.9877746,0.9828959,0.9834531,0.97404987,0.9649402,0.9542297,0.9454159,0.93365514,0.9113616,0.8915819,0.85354775,0.8152467,0.7199833,0.53837466,0.22143093,-0.92548436,-1.7246652,-1.7523752,-1.6781559,-0.69370174,-0.6671847,-0.5093605,-1.5820148,-1.4931204,-0.86681646,-0.56089765,-0.34943777,-0.24619831,-0.12972482,-0.041255496,0.024649246,0.088793606,0.1299832,0.16788037,0.24241404,0.28927344,0.31649125,0.29037005,0.32173383,0.3596088,0.38968056,0.4176809,0.42785028,0.4762132,0.50171036,0.52144194,0.5645597,0.5444175,0.5401967,0.54632115,0.5166467,0.48233548,0.4809252,0.5046022,0.547529,0.5459285,0.5000145,0.49152276,0.45358047,0.38077936,0.3438923,0.32613102,0.34851038,0.277016,0.20974635,0.2243793,0.19926834,0.26621348,0.3324272,0.09068137,0.14082743,0.11422196,-0.04356932,-0.32353628,-0.57816535,-0.030484876,-0.44805008,-0.9833622,-1.0604618,-1.5871581,-1.6009593,-1.5632563
9,Resop068,0.0236686,0.254438,0.721893,-1.3834176,-1.3563688,-1.3256477,-1.2901419,-1.2533449,-1.2211605,-1.1950561,-1.1711651,-1.1443963,-1.1117814,-1.0737474,-1.0328399,-0.98912364,-0.9435767,-0.89697415,-0.84988606,-0.8030906,-0.7601822,-0.72166544,-0.6881878,-0.65488905,-0.6268518,-0.6023766,-0.57331914,-0.5436892,-0.51850134,-0.49678576,-0.4782483,-0.4470036,-0.38858607,-0.32247204,-0.26799315,-0.2309044,-0.18547268,-0.13964646,-0.104100965,-0.07028044,-0.044277724,-0.01834162,0.0051917317,0.029052757,0.0467728,0.060890403,0.08864146,0.117789574,0.14004612,0.16007005,0.17990479,0.1986962,0.21225837,0.21313131,0.22560796,0.24810956,0.22819571,0.21128328,0.23623332,0.27407816,0.32303914,0.35403553,0.38493747,0.4126732,0.43488055,0.45445272,0.4774554,0.49455503,0.5081475,0.5272601,0.54137003,0.55853814,0.5671949,0.5688613,0.5451282,0.48930103,0.4955119,0.5218673,0.55399156,0.6073575,0.6448438,0.66105294,0.6776709,0.69175905,0.71314955,0.7367842,0.7579583,0.7774094,0.7937253,0.8100693,0.82271755,0.8361445,0.84368944,0.84408844,0.8393785,0.8246892,0.7947843,0.75435686,0.65239316,0.5604958,0.51456565,0.37498218,0.31315282,0.21487463,0.17363022,0.21323742,0.23662668,0.24383482,0.28482738,0.3138972,0.3263152,0.37922698,0.45606095,0.52477336,0.5787846,0.6265751,0.6673307,0.6989585,0.7255315,0.75153965,0.7750549,0.79758966,0.8203708,0.8424173,0.86557263,0.8875787,0.90583694,0.91932815,0.93019,0.9371544,0.939788,0.9389648,0.9347908,0.9320682,0.9253985,0.91888666,0.90857637,0.90581775,0.8925953,0.8742974,0.8511643,0.811022,0.755338,0.6484704,0.56164616,0.24020703,0.28773743,-0.98248947,-1.4243215,-1.1057651,1.7284023,0.5235646,-0.41434443,-0.67283195,-0.780412,-0.65110713,-0.3927748,-0.33447728,-0.15892528,-0.04639207,-0.0012612682,0.08799043,0.14595245,0.17915034,0.25284332,0.31063914,0.35061923,0.35897216,0.34181362,0.37359902,0.3984065,0.42894408,0.45261332,0.47941935,0.48402292,0.52142483,0.54430646,0.57727194,0.5889904,0.5633467,0.56388426,0.55056125,0.5022196,0.49527934,0.52891815,0.5663074,0.5682847,0.52488554,0.4958321,0.43803763,0.4134634,0.4220643,0.36798275,0.3796269,0.3499321,0.3063373,0.36888233,0.32131758,0.2945896,0.21699165,0.0807928,0.009027189,-0.055226322,-0.09011915,-0.2758398,-0.32464996,0.065531604,-0.5755049,-0.6350961,-0.89990735,-0.8345081,-1.3673626,-1.750741
12,Resop071,0.00591716,0.0414201,0.952663,-1.4520432,-1.4303983,-1.4061028,-1.3767439,-1.3454709,-1.3188392,-1.2990476,-1.2810171,-1.2593758,-1.2310207,-1.1963626,-1.157969,-1.1173165,-1.0748072,-1.0308263,-0.9849938,-0.93878096,-0.89539266,-0.8570014,-0.823465,-0.79408294,-0.77012336,-0.7485847,-0.7226547,-0.6962699,-0.6731954,-0.65537965,-0.6420223,-0.61398077,-0.55544627,-0.49320284,-0.44535214,-0.40719986,-0.3693984,-0.33431682,-0.3041906,-0.27440208,-0.25266066,-0.23093466,-0.2102347,-0.19057572,-0.1729404,-0.15739629,-0.13851875,-0.1201367,-0.10387636,-0.08831881,-0.072977334,-0.05800303,-0.04392247,-0.032863673,-0.01904827,-0.0023338078,0.0010558286,0.007956519,0.023836019,0.043127004,0.066167675,0.08423094,0.10282754,0.12401984,0.14471607,0.1596053,0.17470744,0.18896142,0.20369942,0.21911359,0.23326743,0.24780175,0.2572917,0.26857966,0.2707537,0.266235,0.27532062,0.28728846,0.29887837,0.32012513,0.33806685,0.34857023,0.3622094,0.3740674,0.38516513,0.4000727,0.41264424,0.42545417,0.43775436,0.44933727,0.4589892,0.46372202,0.46871498,0.47177997,0.47017854,0.46427196,0.45734802,0.45082983,0.40770456,0.25689298,0.19469725,0.11198491,0.1345509,0.08803975,0.0013812833,-0.027924009,-0.038475517,-0.051172573,-0.045032524,-0.029134443,-0.009145217,0.034441397,0.082436666,0.13255855,0.17840734,0.22106867,0.2590848,0.2942568,0.3236945,0.35376766,0.38001627,0.40179077,0.42102146,0.43752557,0.45568067,0.47029564,0.4833358,0.49331725,0.5027993,0.51063985,0.51728547,0.52049416,0.5206758,0.52213186,0.52065545,0.5163597,0.5057729,0.4958045,0.48529598,0.47061512,0.46090126,0.45622244,0.46887064,0.45294684,0.48516184,0.4587195,1.1078563,-0.19180042,-0.17518002,0.30647942,-0.3396745,-0.25821117,-0.060847048,1.4139752,-0.04154823,-0.42314234,-0.5893896,-0.6450273,-0.57460916,-0.5081603,-0.47072777,-0.40891266,-0.3812344,-0.3008533,-0.23411092,-0.19119649,-0.12728466,-0.094377175,-0.044420995,0.005575032,0.020940349,0.0793213,0.12157174,0.14744884,0.17958704,0.22830415,0.23489341,0.24604325,0.25993273,0.25288025,0.24766245,0.2287709,0.18093725,0.16033848,0.19262357,0.23655352,0.23400013,0.19954659,0.21779378,0.18238245,0.15436624,0.17325288,0.15038551,0.111432046,0.11902174,0.10166128,0.11661396,0.068992294,-0.009893003,0.066967934,-0.024274126,0.15938863,-0.028883195,-0.094366305,-0.07002019,0.09556938,-0.12316699,0.02254939,-0.39052302,-0.60511017,0.3741263,0.104809366,-1.4952613
16,Resop075,0.12426,0.0946746,0.781065,-1.4146771,-1.3897667,-1.3603942,-1.3280063,-1.2957667,-1.2691236,-1.2495972,-1.2327492,-1.2129515,-1.1869823,-1.1530432,-1.1092812,-1.0533789,-0.99208295,-0.9366379,-0.8869131,-0.84716105,-0.82120156,-0.8017602,-0.7799039,-0.76138294,-0.74506533,-0.73532087,-0.7169885,-0.69949085,-0.69087887,-0.69043046,-0.69280094,-0.66879725,-0.5824177,-0.4501352,-0.32797998,-0.21826707,-0.13054577,-0.07047805,-0.029435474,0.004343914,0.026911067,0.04614047,0.06664528,0.08583554,0.10601816,0.12588294,0.13967344,0.15234877,0.16659386,0.18099053,0.19512449,0.20964655,0.22574048,0.24579386,0.26169497,0.27519885,0.30313933,0.32319108,0.3297974,0.3310868,0.33055255,0.3388101,0.3484945,0.38234738,0.42049068,0.43651146,0.45626777,0.47109613,0.48346433,0.49967793,0.5127153,0.5238116,0.5363109,0.5587424,0.58319366,0.6235992,0.64525795,0.63359,0.6156597,0.59442484,0.5899893,0.5887551,0.5913526,0.59651196,0.6055144,0.615914,0.6263182,0.6373758,0.6489026,0.6610787,0.66871965,0.6744935,0.6800794,0.6831713,0.6826456,0.68104064,0.6821078,0.69695556,0.71476245,0.6584624,0.6699198,0.681951,0.603553,0.41377732,0.23664,0.13115706,0.07267174,0.038661674,0.0106764315,0.007486158,0.03397887,0.060391527,0.08478426,0.12225712,0.16521235,0.20799251,0.24965258,0.28984487,0.3251861,0.3604371,0.39200234,0.42232794,0.4465502,0.46969193,0.4916763,0.51211065,0.53175944,0.54624027,0.55781615,0.56562775,0.57133335,0.57034355,0.56901973,0.57169235,0.565058,0.55914325,0.54816,0.543609,0.52583885,0.50483686,0.50488055,0.5419237,0.5650292,0.5990095,0.71126527,0.93287337,0.27098206,-0.7857921,-0.8523031,-0.5270014,0.22022423,0.5139014,0.24107413,0.91577864,-0.4586003,-0.33134577,-0.44370523,-0.5124563,-0.51971954,-0.48846757,-0.4933897,-0.43522587,-0.38763985,-0.3113119,-0.26631972,-0.25589302,-0.20688246,-0.17551915,-0.1439358,-0.10071401,-0.070751734,-0.031199824,-0.021804176,0.01882016,0.049663562,0.112303935,0.12684423,0.1582544,0.16523279,0.13922681,0.14370324,0.1374399,0.10898921,0.10066669,0.12244877,0.14462012,0.15570931,0.14102843,0.10935591,0.10260469,0.06384625,0.039493952,0.055672493,0.01986033,0.02033256,0.010250477,-0.03611156,-0.046948206,0.0055890554,0.044695266,0.0331113,0.037065137,0.014163295,-0.19061346,-0.370206,-0.28631675,-0.055592094,-0.42920187,-0.8755447,-0.7508225,-0.09721418,-0.71608305,-1.5590606
20,Resop080,0.142012,0.449704,0.408284,-1.4201273,-1.3898246,-1.3556592,-1.3183033,-1.2821709,-1.250732,-1.2249627,-1.2020885,-1.1772764,-1.1478577,-1.1131128,-1.071124,-1.0188203,-0.96042585,-0.9062311,-0.85796064,-0.81881493,-0.7926872,-0.77228135,-0.75082177,-0.7211569,-0.7033265,-0.67885303,-0.65455985,-0.63234025,-0.61153525,-0.59375256,-0.5744508,-0.54314697,-0.47982895,-0.37369907,-0.2606278,-0.15736216,-0.06419695,0.007349549,0.05600227,0.093472674,0.12179121,0.15020439,0.17620991,0.20107791,0.22350168,0.24445347,0.26885802,0.29382512,0.31631526,0.33751526,0.35774466,0.37786698,0.39567572,0.40917957,0.4262465,0.4456742,0.4475117,0.45552292,0.47237247,0.4921587,0.5179001,0.53843284,0.5607923,0.57852584,0.59783995,0.6189904,0.6379584,0.65662044,0.6755193,0.6973316,0.71446514,0.7332174,0.7444357,0.7536426,0.7504963,0.7355303,0.73532254,0.737784,0.7452692,0.7650362,0.78511626,0.7978304,0.81344754,0.8292626,0.84470755,0.86577266,0.8865735,0.9052984,0.9249332,0.9436626,0.9567764,0.96828496,0.9780815,0.98691285,0.9880223,0.97968394,0.95684177,0.92251635,0.8407252,0.667699,0.6055803,0.49741647,0.5290493,0.47316128,0.3631258,0.33014423,0.30474943,0.2888539,0.2926972,0.3018478,0.3195848,0.36479947,0.40816686,0.4538275,0.5011742,0.5468776,0.5869715,0.62367487,0.65568113,0.6851789,0.71487,0.7421829,0.7666057,0.7965038,0.82826746,0.85470724,0.8782435,0.8938749,0.9053106,0.90874255,0.90947217,0.9076279,0.90349996,0.8991771,0.8907213,0.87664884,0.8673169,0.86375964,0.85009545,0.8292206,0.81314,0.7799976,0.78041685,0.76536554,0.76778877,0.7610761,0.7033207,0.5206746,-0.62374216,1.0272388,2.4232283,0.53739536,0.049110346,1.3611448,-0.43294397,-0.3884469,-0.2411973,-0.23408954,-0.13895056,-0.09761279,-0.071115285,-0.0035920376,0.030881146,0.09734424,0.10343685,0.16384017,0.16808335,0.16931635,0.16515906,0.17092434,0.1994975,0.19653219,0.19956002,0.22710797,0.25639585,0.28865454,0.33552516,0.3515013,0.35630843,0.35262525,0.34882474,0.34823295,0.32213745,0.3222667,0.31419542,0.3286017,0.36809283,0.30306008,0.26256934,0.18249018,0.13275523,0.13394263,0.12967773,0.15977825,0.1253365,0.06349579,0.10526699,0.071101494,0.2333144,0.14722037,0.0011259445,0.09937024,-0.042322893,-0.12781334,-0.18357009,-0.518146,-0.34387794,-0.26672593,-0.40625727,-0.20234129,-0.44668117,-1.0954596,-1.5357066
22,Resop082,0.153846,0.360947,0.485207,-1.4141841,-1.3868738,-1.3560156,-1.3219496,-1.2882255,-1.2590194,-1.2355069,-1.2146761,-1.1915798,-1.1635544,-1.1292505,-1.08848,-1.0385532,-0.9836367,-0.9320757,-0.8849923,-0.84522545,-0.81639516,-0.79243165,-0.7683535,-0.7435974,-0.71863204,-0.7019636,-0.67987823,-0.6563443,-0.63831294,-0.62554324,-0.6137202,-0.5852823,-0.5167254,-0.41232756,-0.3105861,-0.22043411,-0.14034118,-0.07984623,-0.036555625,-0.00062286295,0.026534194,0.052616607,0.0773764,0.10103538,0.123270065,0.14423577,0.16715397,0.18958814,0.2105688,0.23124412,0.2508053,0.27040198,0.28834346,0.30372128,0.32148093,0.34028953,0.34950534,0.35914907,0.37600026,0.3932906,0.41548112,0.43448067,0.45550537,0.4928872,0.5373512,0.5564435,0.57780343,0.59981865,0.616186,0.6342883,0.65143514,0.66833705,0.6789017,0.69620883,0.70348334,0.7078932,0.7251305,0.7277764,0.7375356,0.7493791,0.75983715,0.7679837,0.7803311,0.791433,0.8092918,0.82793,0.8469405,0.8630686,0.8793413,0.896152,0.9120971,0.921189,0.9311102,0.9318922,0.93185973,0.92682844,0.91673434,0.9013939,0.8651685,0.8133321,0.8451948,0.7025833,0.62547916,0.5243921,0.4328168,0.37078503,0.33922705,0.317866,0.32068887,0.32784092,0.34600842,0.38907105,0.43240148,0.475383,0.5234395,0.5710482,0.61223686,0.64926296,0.6849482,0.71647865,0.74388903,0.77187115,0.79754126,0.82417876,0.8529812,0.8788306,0.8992199,0.91569453,0.93012345,0.9350776,0.9377628,0.9359723,0.93336254,0.933686,0.9271171,0.9193499,0.9105314,0.90446734,0.88924915,0.871862,0.8587676,0.81444716,0.77939385,0.7934797,0.718717,0.54523903,-0.25868398,-1.6484624,-1.5959861,-0.91855246,-1.2279313,0.26817697,0.059779298,-1.1084626,-0.93576956,-0.56629914,-0.5448641,-0.33741185,-0.22941151,-0.11341387,-0.07256084,-0.015665762,0.016506335,0.0630176,0.16034618,0.18907735,0.21466146,0.21033812,0.19305246,0.21311963,0.2584914,0.27218246,0.2957075,0.31832013,0.36661687,0.38740647,0.4024412,0.43838143,0.43920717,0.42164034,0.41909397,0.3978166,0.4128721,0.3924242,0.39217368,0.4183678,0.4079911,0.3869587,0.36345023,0.28990704,0.23886618,0.24340197,0.2709255,0.20996511,0.18082073,0.10882479,0.16276355,0.12765382,0.10394998,0.021446701,0.0210627,-0.027928099,-0.1526623,-0.387758,-0.33429113,-0.5319011,-0.47030392,-0.28467277,-0.51770765,-1.0034363,-0.9937571,-1.4734519,-0.79591507
24,Resop084,0.0710059,0.248521,0.680473,-1.3872123,-1.3570026,-1.3231143,-1.2854137,-1.2481247,-1.2155064,-1.1897033,-1.1664875,-1.1406684,-1.10907,-1.071303,-1.0271012,-0.9740963,-0.9161405,-0.8608017,-0.80945504,-0.7644184,-0.73040795,-0.7024987,-0.6756531,-0.6455508,-0.6233389,-0.6026214,-0.57588863,-0.55099696,-0.53129494,-0.51532745,-0.50066555,-0.4697367,-0.40067184,-0.2976156,-0.19599335,-0.111879036,-0.02897855,0.0391914,0.08564669,0.123546205,0.15053475,0.1773819,0.20161793,0.22545838,0.24425201,0.25957608,0.28727397,0.31586233,0.33880144,0.3599089,0.3798875,0.39934838,0.41417393,0.41746658,0.43164074,0.45294896,0.43581122,0.423519,0.4462225,0.47892013,0.5240685,0.55298984,0.58398086,0.6112494,0.6368803,0.65938115,0.6805816,0.70069414,0.7165284,0.7377705,0.75616515,0.7737589,0.7836214,0.78506345,0.762409,0.709838,0.71402013,0.73483753,0.7588976,0.8073035,0.83841836,0.85336053,0.8683511,0.8841001,0.902739,0.92609525,0.9482199,0.9670829,0.98387194,1.0010709,1.01524,1.0241245,1.0305423,1.0311574,1.0225439,1.0029879,0.9665358,0.92555255,0.7986998,0.6823759,0.5173294,0.35550234,0.33864087,0.323752,0.28267086,0.28853604,0.2894403,0.2829366,0.31818128,0.3415154,0.35540068,0.40980992,0.48548788,0.5524077,0.6092034,0.66242605,0.70736706,0.7464511,0.78223217,0.8124231,0.8413698,0.8690055,0.89342403,0.9208216,0.9479948,0.9714738,0.99178475,1.0067012,1.0190529,1.024442,1.0275958,1.0280437,1.0221872,1.0215497,1.0136689,1.0027411,0.9892725,0.9799298,0.966385,0.94450885,0.92217064,0.8895137,0.87957686,0.82403857,0.7129969,0.70361304,0.09317013,-1.2414428,0.41858003,0.09647223,1.2453332,0.2875327,0.1478673,-0.45140502,-0.78216386,-0.46878743,-0.36618906,-0.29723895,-0.21817568,-0.08531457,-0.011737635,0.055345286,0.111595884,0.18042983,0.26299796,0.30385265,0.33175153,0.35026306,0.36966857,0.3793207,0.4133129,0.4226977,0.4588866,0.47561112,0.50459075,0.56228656,0.5684102,0.5884028,0.59387,0.5849716,0.5761594,0.56782734,0.54286253,0.53558683,0.56006336,0.5754751,0.57878786,0.56931984,0.5245111,0.4683929,0.4398742,0.42120492,0.4366552,0.4188759,0.33591616,0.3147005,0.33736664,0.25977522,0.29579046,0.29207268,0.2102507,0.10826971,0.20442934,-0.05262362,-0.19091614,-0.026147038,0.099330045,0.3074699,0.59533966,0.39935657,0.5999649,-0.4416624,-0.5679214
29,Resop089,0.0769231,0.035503,0.887574,-1.4575912,-1.435563,-1.410261,-1.3810446,-1.3510576,-1.3253226,-1.306077,-1.2891045,-1.2690209,-1.2426361,-1.2086629,-1.1677862,-1.1196972,-1.0678369,-1.0174154,-0.9689698,-0.9248629,-0.8897386,-0.8612977,-0.8353922,-0.8090197,-0.7921111,-0.77476066,-0.7538544,-0.734133,-0.72130144,-0.7160278,-0.7154514,-0.69042546,-0.6107406,-0.50463116,-0.41380396,-0.34226808,-0.27359083,-0.21633817,-0.17677528,-0.1431838,-0.1225335,-0.09998656,-0.080475524,-0.061357375,-0.04662871,-0.034758206,-0.013441803,0.008673921,0.026054952,0.042471774,0.058234878,0.07310366,0.08431531,0.08759311,0.09864548,0.1156411,0.10132612,0.09385142,0.111081704,0.13501915,0.17314117,0.19730954,0.22174832,0.2365762,0.25440106,0.26981324,0.28663942,0.30218154,0.31675655,0.33149981,0.34563354,0.35859,0.36305523,0.3667515,0.34745982,0.30785742,0.30728388,0.31916946,0.3381164,0.37394822,0.40001777,0.4134403,0.4279594,0.44050735,0.45442608,0.47311708,0.48995894,0.5021589,0.51569706,0.5289649,0.5356581,0.5393282,0.54184705,0.538151,0.5286143,0.51102734,0.47986925,0.43822017,0.3409514,0.22244434,0.14041422,0.033948135,-0.036249455,-0.1001026,-0.17313018,-0.1831966,-0.18412821,-0.1929544,-0.16945109,-0.14759748,-0.12929699,-0.07558155,-0.007704569,0.055409323,0.11272066,0.16526107,0.21185122,0.253573,0.2910212,0.32296157,0.35202786,0.3796409,0.4026595,0.42470112,0.4460465,0.46159542,0.47682506,0.48874453,0.5007112,0.5059706,0.51304483,0.51489913,0.51691383,0.51705754,0.5119597,0.50150913,0.4858518,0.47256225,0.45365408,0.43262562,0.40562657,0.3561986,0.3320766,0.26059136,0.11269086,-0.021794476,-0.74279827,-1.6259432,-1.5794979,-1.1149036,0.074738175,-0.1601897,-0.79734606,-1.0030035,-1.0904021,-1.0423204,-0.8777791,-0.8143732,-0.7646298,-0.70312977,-0.638846,-0.6020767,-0.54034996,-0.4263881,-0.35272563,-0.36253765,-0.30626848,-0.24688137,-0.19736809,-0.17197281,-0.13957411,-0.07787563,-0.038306538,0.007967153,0.040104892,0.08168187,0.10237506,0.13623379,0.13072841,0.10864155,0.10101762,0.07441272,0.043291897,0.045013357,0.07670855,0.07078726,0.07017585,0.09051425,0.08333649,0.047471736,0.017851042,0.03398997,-0.04350259,-0.040419128,-0.051921878,-0.107103676,-0.022654565,-0.103728294,-0.22822306,-0.27682844,-0.43007857,-0.46452427,-0.45665225,-0.5597278,-0.6251413,-0.6807213,-0.6559221,-0.46153688,-1.1434338,-1.4901483,-1.571755,-1.6649426,-1.6097085
