Spectra,gv_fraction,npv_fraction,soil_fraction,RWC index,Calculated RWC,use,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000,1010,1020,1030,1040,1050,1060,1070,1080,1090,1100,1110,1120,1130,1140,1150,1160,1170,1180,1190,1200,1210,1220,1230,1240,1250,1260,1270,1280,1290,1300,1310,1320,1330,1340,1350,1360,1370,1380,1390,1400,1410,1420,1430,1440,1450,1460,1470,1480,1490,1500,1510,1520,1530,1540,1550,1560,1570,1580,1590,1600,1610,1620,1630,1640,1650,1660,1670,1680,1690,1700,1710,1720,1730,1740,1750,1760,1770,1780,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100,2110,2120,2130,2140,2150,2160,2170,2180,2190,2200,2210,2220,2230,2240,2250,2260,2270,2280,2290,2300,2310,2320,2330,2340,2350,2360,2370,2380,2390,2400,2410,2420,2430,2440,2450,2460,2470,2480,2490
Resop058,0.0,0.840237,0.159763,1.121691604,0.277243971,training,0.059451416,0.064402551,0.070025809,0.076199815,0.082324207,0.087844543,0.092600822,0.09694425,0.101420529,0.106424257,0.111968502,0.117849991,0.124360539,0.131405085,0.138400883,0.145085514,0.151272818,0.156575471,0.161222085,0.165600196,0.170983374,0.175263614,0.178987712,0.18418093,0.189213812,0.193734959,0.198126048,0.20242396,0.20756416,0.214781314,0.224502489,0.234591901,0.243642882,0.252557129,0.260371268,0.266504765,0.271965861,0.276174605,0.280686051,0.284850389,0.288866878,0.292575002,0.295882881,0.299990982,0.304072946,0.307698309,0.311178118,0.314457178,0.317626566,0.320367366,0.322386652,0.32492432,0.328212917,0.328087449,0.329158306,0.332271069,0.336171418,0.340693176,0.344120413,0.347457141,0.351937175,0.356655181,0.359434485,0.362607658,0.365783036,0.368811816,0.371950746,0.374968082,0.378116012,0.380413622,0.382077038,0.381156176,0.378690958,0.380534977,0.382734627,0.385565758,0.390097708,0.393755376,0.396072686,0.39879927,0.401027471,0.403784216,0.407149553,0.410841733,0.414370477,0.417980462,0.420748085,0.423534185,0.426292539,0.428755403,0.430518597,0.431899726,0.431517571,0.429175645,0.425128758,0.410629779,0.380311549,0.384152591,0.367326796,0.369388968,0.360344678,0.355792731,0.35135293,0.347929657,0.34613052,0.348081201,0.350419194,0.351765454,0.357273489,0.36413303,0.371433824,0.377905279,0.384392768,0.389517784,0.393962681,0.397587329,0.401256234,0.404430986,0.40814957,0.412195802,0.416634202,0.422011077,0.426844835,0.430656254,0.433231711,0.434958905,0.435208321,0.434358031,0.433403701,0.432374328,0.432063282,0.430428267,0.42882967,0.42816186,0.428318262,0.4272798,0.424967587,0.423025817,0.417516351,0.418131501,0.415536344,0.415660441,0.388076276,0.382702023,0.163424239,0.115726903,0.125389904,0.323228568,0.357115328,0.33079657,0.264585942,0.151969135,0.251953483,0.283307046,0.28571564,0.302207381,0.312973797,0.317502797,0.330159396,0.341252148,0.35074079,0.351232052,0.354806632,0.353528172,0.351889223,0.347848624,0.342991889,0.341600061,0.339004755,0.339897484,0.339588523,0.344227433,0.351725429,0.35621652,0.359173268,0.362085939,0.360652804,0.36296165,0.358740002,0.354532987,0.356007159,0.361211687,0.35895592,0.358450294,0.351406008,0.342545092,0.334602565,0.330525041,0.329276025,0.325974047,0.326407611,0.312669575,0.310774446,0.313098252,0.313982695,0.319590926,0.318324894,0.313266099,0.316417933,0.321309626,0.281186909,0.288764268,0.313395023,0.280272275,0.216777146,0.201029927,0.164499402,0.202883422,0.083950937,0.024064187
Resop059,0.0295858,0.662722,0.307692,1.114457851,0.254819338,training,0.058614478,0.06322138,0.068550855,0.074399047,0.080418557,0.085818522,0.090665586,0.095263436,0.099964097,0.105101928,0.110516772,0.115973257,0.121612929,0.12744689,0.133337066,0.139284119,0.145173073,0.150875703,0.156394675,0.161889643,0.166586921,0.171241984,0.176462531,0.181552097,0.187220305,0.192687422,0.198146537,0.203267455,0.20884946,0.215489537,0.222495839,0.229025617,0.234613717,0.240849003,0.247035474,0.252490282,0.25764361,0.262761712,0.267362058,0.271810532,0.276319683,0.280322462,0.284023315,0.288637698,0.293215245,0.297257513,0.300999314,0.304685831,0.308394134,0.311622471,0.313830555,0.316794992,0.320572376,0.321150541,0.321414858,0.325315744,0.329844117,0.335443169,0.339426637,0.343422622,0.34844178,0.353653133,0.357332707,0.360519499,0.364131481,0.367054403,0.370177805,0.373689264,0.376702368,0.379159451,0.381596088,0.381476939,0.380035579,0.384177119,0.387259364,0.391095489,0.396205187,0.399733484,0.401835471,0.404090911,0.406232595,0.409088314,0.412679374,0.416434169,0.420462728,0.424178898,0.427424878,0.430484444,0.433356881,0.436387092,0.43834281,0.43943429,0.43925786,0.438266814,0.436927676,0.425568759,0.404521436,0.392942339,0.383504421,0.392546058,0.381276012,0.373004079,0.370091409,0.367608875,0.365013093,0.368022323,0.37107715,0.371743202,0.376882464,0.384237677,0.391505092,0.398395151,0.404695094,0.40984726,0.413785607,0.417225778,0.420643061,0.424091548,0.427451998,0.431658864,0.436315924,0.442179591,0.447559625,0.452352226,0.454993725,0.456980616,0.457533181,0.457083881,0.456396431,0.455181301,0.455039829,0.453847855,0.452537864,0.452309102,0.453314364,0.452416986,0.450888604,0.450179517,0.450417817,0.448587716,0.44155696,0.425875932,0.404085696,0.201393783,0.117242657,0.059382141,0.090896368,0.340558708,0.355062813,0.302772462,0.347690076,0.257683724,0.267259538,0.310801238,0.31635198,0.34163332,0.360356957,0.365931749,0.375973731,0.388306946,0.392643422,0.391116619,0.396320909,0.395710468,0.389640063,0.377452433,0.370932162,0.369696438,0.368784756,0.366193116,0.365666866,0.369297087,0.376345873,0.378539324,0.383670151,0.388601303,0.388334781,0.385917425,0.387045711,0.386768669,0.392404527,0.395845354,0.393456698,0.388961405,0.379306078,0.370808303,0.35938409,0.349426419,0.347721726,0.34596315,0.346879721,0.339915156,0.332462877,0.329015374,0.338386148,0.342513621,0.332661957,0.330560863,0.323517382,0.33056286,0.29938817,0.242064521,0.276749909,0.306106478,0.232047603,0.19517912,0.145909712,0.061266258,0.104207188,0.031763971
Resop060,0.035503,0.633136,0.331361,1.131968307,0.309101752,training,0.049461294,0.053280201,0.057629183,0.062536992,0.067529544,0.071979463,0.07574667,0.079267845,0.083030179,0.087338179,0.092204168,0.097454131,0.103232451,0.109415628,0.115505405,0.121400788,0.126963586,0.131838933,0.136325657,0.14075993,0.145111144,0.148474649,0.152364552,0.156748593,0.161158815,0.165152118,0.168880984,0.172410846,0.1770228,0.184267029,0.193644226,0.202785671,0.210564733,0.218457103,0.225498617,0.231047645,0.235970542,0.240207031,0.244353727,0.248207122,0.252003491,0.255351663,0.25832063,0.262252539,0.266248584,0.269703269,0.272855818,0.276019633,0.279058784,0.281578988,0.28318578,0.285537541,0.288739473,0.288287431,0.288302213,0.291418016,0.295496374,0.300545156,0.303971529,0.307537526,0.310385704,0.313064605,0.315908879,0.318535388,0.321456581,0.32362324,0.32694605,0.329697788,0.33231923,0.333942622,0.335271329,0.334523708,0.331100941,0.33262226,0.334899306,0.337893575,0.343107164,0.346712053,0.348790824,0.3509655,0.352898628,0.355457336,0.358477235,0.361693591,0.364724636,0.367451042,0.369780928,0.372089803,0.374355078,0.376300514,0.377548635,0.377959251,0.377203912,0.374583483,0.371322483,0.357527345,0.338731378,0.322394699,0.311646789,0.311633825,0.310024619,0.299443334,0.299663812,0.299297839,0.2970438,0.299750656,0.302568764,0.303693354,0.309241295,0.316776216,0.324168831,0.330910832,0.336841852,0.341800422,0.345716417,0.34941718,0.352870822,0.356099635,0.359510481,0.363143146,0.366948843,0.37129128,0.375356346,0.378844321,0.38102752,0.38272658,0.383007705,0.383232594,0.382677883,0.381442487,0.3810018,0.379660159,0.37812832,0.377511948,0.377255291,0.375751346,0.373672783,0.371998727,0.368445933,0.364985108,0.358211368,0.351210862,0.327400833,0.287203848,0.168185398,0.193171874,0.276134849,0.12045899,0.279397041,0.225549206,0.18151249,0.218377501,0.218976557,0.220476195,0.227836385,0.253072232,0.259199888,0.267412752,0.278020322,0.286927134,0.295124948,0.296840072,0.301816523,0.307108998,0.30372557,0.297777683,0.295642376,0.297750443,0.298941672,0.300341487,0.302224517,0.303449363,0.309693039,0.312981069,0.318378836,0.319983751,0.32020244,0.321590453,0.317627728,0.316448927,0.315995783,0.318772823,0.32085228,0.317681015,0.311386764,0.301378131,0.29873988,0.291813523,0.288270414,0.286286563,0.286079824,0.285333842,0.285723299,0.2779046,0.281040609,0.285619825,0.289573848,0.289789498,0.283018082,0.27784276,0.261891514,0.249671325,0.269704998,0.207284465,0.221705765,0.209990725,0.213467866,0.227238685,0.036299869,0.010580276
Resop061,0.0,0.349112,0.650888,1.131147066,0.306555904,training,0.048728708,0.052806217,0.057468362,0.062656291,0.067906722,0.072462991,0.076330751,0.079915166,0.083775982,0.088256143,0.093254127,0.098638132,0.104695819,0.111306496,0.117890403,0.124212369,0.130038828,0.135009587,0.1395448,0.144121438,0.148295805,0.152171478,0.155928701,0.160402447,0.165216222,0.16944097,0.173584104,0.177474469,0.18228735,0.189349845,0.19889842,0.20869799,0.217413604,0.22643736,0.234235629,0.240087509,0.245112956,0.249407142,0.253440291,0.257222951,0.260945022,0.264115632,0.266952157,0.270902693,0.274795592,0.278156877,0.281264365,0.284319997,0.287217617,0.289587766,0.290895522,0.293186605,0.296280325,0.295712829,0.295287728,0.2982997,0.302255184,0.307559669,0.3109954,0.314692259,0.318332344,0.322003633,0.324872881,0.328071386,0.330672175,0.333025694,0.336029202,0.338446587,0.341101497,0.342960537,0.34447518,0.342739284,0.338974059,0.341162443,0.343726397,0.346141845,0.351301968,0.354288012,0.355838776,0.357754022,0.359286457,0.361723423,0.364733815,0.367988914,0.370910943,0.373832673,0.376415938,0.378469676,0.380496532,0.382202566,0.383377612,0.383118421,0.381906629,0.379073411,0.375824034,0.362707675,0.33248657,0.331648231,0.324702919,0.317571461,0.312072396,0.301618874,0.299166709,0.29731226,0.295629412,0.297880322,0.300757736,0.301907152,0.307010502,0.314512104,0.321857512,0.328109503,0.334087491,0.339271128,0.343223453,0.346688986,0.350357711,0.353736371,0.35686776,0.360281795,0.36406818,0.368214876,0.372371107,0.376040578,0.378359497,0.379666597,0.379973531,0.379780352,0.379176974,0.378098249,0.377576023,0.376398593,0.375068784,0.374158651,0.374039084,0.372329295,0.370108128,0.368445337,0.365141541,0.364147157,0.364825845,0.354291976,0.332816333,0.263412625,0.195491329,0.163704142,0.246068254,0.26689297,0.286343187,0.235086888,0.232173622,0.171807841,0.199645802,0.233025894,0.227608487,0.242299274,0.261644572,0.269468755,0.277582794,0.288148075,0.292255193,0.289622188,0.301749736,0.306433618,0.304920673,0.298030764,0.296063811,0.297070116,0.29730022,0.297472596,0.298785269,0.30024457,0.30628562,0.307246864,0.308763534,0.3136639,0.315574259,0.315175027,0.310921669,0.308675081,0.307808906,0.310377061,0.31738013,0.316869348,0.306059986,0.300196201,0.290985525,0.288184315,0.28812933,0.284831077,0.282404125,0.276330769,0.274213582,0.283227742,0.269510239,0.285910934,0.295277834,0.25717926,0.275026649,0.274168342,0.240457624,0.256719977,0.238107577,0.20001173,0.262413532,0.234109163,0.133716717,0.230628848,0.149649397,0.158223137
Resop062,0.0118343,0.390533,0.597633,1.110880076,0.243728236,training,0.054844692,0.05888626,0.063418031,0.06860891,0.074041218,0.078661718,0.082376294,0.085854381,0.089740612,0.094406113,0.099693701,0.105249077,0.111047238,0.116983913,0.122998387,0.129180431,0.135393113,0.141286314,0.146794409,0.151982546,0.156059623,0.159933478,0.163621172,0.167897239,0.172549292,0.176648349,0.180569887,0.184033155,0.188497871,0.195120186,0.202217057,0.208323211,0.213101551,0.218758598,0.224385485,0.229003787,0.233305067,0.237585425,0.241239205,0.24473834,0.248237133,0.25114271,0.253713131,0.257497281,0.261251152,0.264401615,0.267316729,0.270222992,0.273041725,0.275405169,0.276640236,0.2788122,0.282007009,0.281475067,0.280485094,0.283785909,0.288172156,0.293812931,0.297562748,0.301391333,0.30632323,0.311746895,0.314241141,0.31679827,0.319517642,0.322306901,0.324858695,0.32685253,0.329158723,0.33073315,0.33224088,0.33078441,0.327113777,0.331014544,0.33424148,0.337555945,0.343261659,0.346807897,0.348435521,0.35016495,0.352051914,0.35434857,0.357436419,0.360363692,0.362814248,0.365375936,0.367430151,0.36956498,0.371269375,0.372566491,0.373004407,0.372926086,0.372267216,0.370251268,0.368559212,0.357387722,0.34584105,0.351248533,0.330151975,0.319959939,0.317989379,0.3084943,0.310036808,0.312125772,0.311740011,0.315383941,0.319092542,0.320001662,0.325379521,0.33343181,0.340919197,0.347018808,0.352628082,0.357296169,0.360997409,0.364075631,0.367174119,0.369986713,0.372694582,0.375747055,0.378720343,0.381994486,0.385249436,0.38797763,0.389701545,0.390915901,0.391772866,0.392054468,0.39197436,0.391441494,0.391593397,0.390923083,0.389730603,0.388623238,0.388750166,0.387825221,0.386044264,0.385158449,0.385010034,0.383675963,0.376209348,0.365517855,0.315728843,0.2455066,0.20442003,0.113526546,0.185804442,0.373901427,0.357796013,0.308172494,0.313875556,0.228518307,0.260505199,0.252577364,0.264607757,0.27096954,0.293822199,0.299581111,0.310688257,0.32160461,0.326050043,0.334509611,0.335148662,0.339516759,0.33855018,0.335807174,0.334776968,0.336707622,0.338460326,0.340450317,0.341127962,0.344721675,0.349984109,0.352613151,0.355461925,0.355987161,0.35332796,0.352828413,0.351062626,0.348598689,0.345824391,0.349210024,0.352050662,0.348458946,0.344458461,0.344062209,0.333072394,0.328926802,0.330483168,0.322729051,0.317274362,0.316086829,0.312847525,0.315856904,0.309734553,0.318007171,0.316534191,0.315060169,0.349362314,0.320397168,0.301732391,0.315060765,0.336296558,0.286458105,0.296770901,0.174120039,0.161234647,0.210012451,0.110745154,0.010481711
Resop063,0.00591716,0.337278,0.656805,1.134711362,0.317605223,training,0.047621101,0.051197678,0.05529939,0.059946358,0.06469579,0.068957433,0.072510764,0.075783029,0.079324409,0.083506897,0.088297345,0.093440883,0.098965913,0.104765132,0.110647932,0.116526648,0.122294426,0.127489612,0.132120803,0.136276424,0.140599176,0.144098148,0.147891551,0.151839778,0.155858249,0.159535036,0.162795261,0.16566895,0.169989228,0.177354097,0.186031118,0.193676755,0.199617073,0.206092939,0.212302923,0.217222914,0.22183685,0.225455925,0.229220793,0.232695758,0.236113995,0.238995373,0.241475716,0.245154351,0.248926893,0.252076805,0.254955739,0.257795274,0.26055792,0.262778074,0.263870865,0.265985876,0.269014776,0.267673791,0.267121553,0.27041778,0.27482602,0.280223012,0.28406921,0.287623227,0.29070878,0.293414414,0.296158433,0.298776507,0.301400363,0.303880304,0.306650281,0.309313536,0.311883628,0.313544035,0.314566732,0.312808007,0.308216989,0.309089482,0.312211037,0.3160007,0.322601974,0.327096373,0.329698831,0.332166731,0.334587783,0.337225735,0.340740204,0.34381634,0.346653044,0.349297285,0.351565689,0.353852123,0.355824649,0.357690901,0.358632863,0.359291524,0.358091265,0.355399817,0.351283401,0.338420659,0.310083568,0.296721309,0.28641656,0.29392457,0.290751159,0.283955962,0.285284162,0.286270231,0.285397172,0.289846271,0.293513537,0.294614583,0.301203996,0.310475975,0.318687826,0.325608134,0.331830084,0.337019771,0.341125965,0.344816119,0.348354459,0.351764649,0.355243146,0.358483911,0.361618698,0.365429789,0.369322419,0.372589707,0.37432754,0.376122624,0.376972973,0.377061933,0.376924753,0.376087695,0.376027137,0.374966562,0.373733193,0.372965336,0.372859627,0.371666819,0.369293064,0.366628707,0.360598773,0.356737137,0.351346314,0.347350538,0.329391092,0.267469347,0.229157433,0.212090865,0.21194683,0.258620977,0.298345536,0.233792007,0.35128963,0.201669678,0.192588896,0.200716928,0.220940232,0.236804619,0.251882494,0.260898292,0.268241227,0.278910339,0.285713315,0.29422766,0.297627866,0.300629765,0.298073828,0.294773459,0.295918465,0.29651618,0.299434841,0.302356273,0.302085549,0.305586606,0.31127876,0.316889674,0.317622751,0.3192994,0.319271863,0.319684774,0.315764189,0.312090904,0.310040623,0.314700961,0.316616803,0.314246982,0.309127927,0.305786312,0.297698706,0.293236405,0.28808108,0.286239773,0.289476425,0.281320602,0.269272208,0.271678269,0.282417655,0.279361904,0.285132766,0.289836228,0.288064331,0.292537391,0.257978767,0.231819168,0.227065265,0.21876888,0.264227629,0.162205488,0.166326389,0.147881717,0.095347203,0.019511191
Resop064,0.0,0.343195,0.656805,1.144839378,0.349002071,training,0.04304665,0.046206966,0.049763952,0.053822294,0.058033802,0.061727151,0.064660907,0.067355983,0.070371643,0.074059859,0.078402869,0.083114572,0.08811257,0.093291149,0.098577291,0.103916131,0.109236181,0.114112966,0.118469492,0.122258224,0.126044825,0.129228607,0.132373482,0.135723889,0.139114574,0.142202586,0.144787237,0.146990001,0.150773317,0.157802492,0.165668786,0.172076315,0.176784992,0.182026804,0.187251568,0.191501364,0.195572093,0.198759735,0.201991141,0.204987019,0.207952574,0.210402712,0.212490797,0.215706721,0.218959317,0.22169897,0.224163324,0.226628006,0.228932694,0.230861902,0.231789812,0.233604401,0.236263976,0.235187128,0.234718368,0.237444758,0.241336837,0.246177822,0.249463335,0.252843052,0.255058467,0.257272929,0.259774476,0.261960328,0.264334619,0.266609043,0.268880814,0.270880073,0.273131341,0.274392813,0.275602102,0.273916006,0.269557267,0.27067408,0.273298413,0.277044296,0.282783598,0.286758721,0.289144993,0.291391492,0.293417245,0.295767009,0.298729271,0.301686823,0.304169565,0.306722611,0.308927,0.310579956,0.312179595,0.313494712,0.314462185,0.31442377,0.313517749,0.311043263,0.308410585,0.295774251,0.267635763,0.271277368,0.253422469,0.252302617,0.248656273,0.24538067,0.248137355,0.25037384,0.25007683,0.254070967,0.257752866,0.259552002,0.266100168,0.274662644,0.282192826,0.288896382,0.294614762,0.299732447,0.303696483,0.307694733,0.310993224,0.313997358,0.317118943,0.320060819,0.32306546,0.326547355,0.329287171,0.331651658,0.333483696,0.335312575,0.336087078,0.336556196,0.336644024,0.336733073,0.336812526,0.336134136,0.33514142,0.334409058,0.333942026,0.332682967,0.33019191,0.328426153,0.325003088,0.324401796,0.317695528,0.313441277,0.313488931,0.276605666,0.18332769,0.132103533,0.221290991,0.281231821,0.213830844,0.147700578,0.151545987,0.110092096,0.167109847,0.170900062,0.181795016,0.205060229,0.217955083,0.228343606,0.235979617,0.244783774,0.249133736,0.255738914,0.266982198,0.27082473,0.270628303,0.268234223,0.269912273,0.272963017,0.277916759,0.279575378,0.28340146,0.286115408,0.291679919,0.294413418,0.297767937,0.297826618,0.295675099,0.295113027,0.289714515,0.28930524,0.28948763,0.289781869,0.29121691,0.29295218,0.285739958,0.28673473,0.281628907,0.273233116,0.269860834,0.269849122,0.270647138,0.264138818,0.261850238,0.263086915,0.264903158,0.263068229,0.261751533,0.237162679,0.246501505,0.257130563,0.235024303,0.222555563,0.180283502,0.134219125,0.2071376,0.193049803,0.145321816,0.178781793,0.126760408,0.073666558
Resop066,0.0236686,0.218935,0.757396,1.155694703,0.382653578,training,0.042851079,0.046170492,0.049972516,0.054302067,0.058748484,0.062557936,0.065476693,0.068104237,0.071159191,0.074999258,0.079637475,0.084906876,0.09092956,0.097386725,0.103769928,0.109959327,0.115694344,0.120476998,0.124587558,0.128334105,0.131933585,0.13500762,0.137571216,0.140886411,0.144197956,0.14688009,0.149126411,0.151048064,0.154814899,0.162762985,0.17329447,0.183120772,0.191133797,0.199191317,0.206088409,0.211066559,0.215468302,0.218622863,0.221752584,0.224620655,0.227440193,0.229658544,0.231477678,0.234602675,0.237783507,0.240358144,0.242707178,0.245009691,0.247184292,0.248883307,0.249529734,0.25116998,0.253758967,0.252298176,0.251222283,0.253838033,0.257694572,0.262638152,0.265996039,0.269323826,0.273002118,0.276797772,0.279032469,0.281651437,0.283961028,0.285889983,0.287936389,0.289931119,0.291571617,0.29283154,0.29369235,0.291547149,0.287205279,0.288284779,0.291169226,0.294169873,0.299446732,0.302787304,0.304723412,0.306467265,0.308355838,0.310485065,0.313054681,0.315495282,0.317602634,0.319445759,0.32137835,0.322913379,0.323707581,0.324796855,0.32482326,0.323896766,0.322390854,0.319559217,0.315502405,0.304322213,0.290900916,0.283949137,0.270433575,0.251996517,0.24963814,0.241452366,0.245281786,0.245703563,0.245228499,0.249159098,0.252369702,0.254149824,0.261661977,0.270293593,0.278289467,0.285282642,0.291321039,0.29679662,0.30137375,0.305323154,0.309063405,0.312587738,0.315873146,0.318869382,0.321617663,0.32442084,0.327058524,0.329155088,0.330693007,0.332319826,0.33363083,0.334120393,0.334017694,0.333908022,0.333828479,0.333434433,0.332087487,0.331005603,0.330012411,0.327810139,0.325243324,0.323061705,0.320573062,0.317196697,0.312406033,0.305034518,0.288300365,0.313382804,0.270249009,0.174061522,0.095481463,0.351324648,0.25630784,0.184058055,0.09262532,0.180912048,0.164639518,0.163941786,0.17889598,0.180497572,0.200309724,0.208460033,0.214100421,0.221182257,0.227369487,0.239556864,0.24330473,0.247554645,0.253791541,0.255277216,0.262177974,0.265097827,0.270038635,0.272650123,0.274870992,0.281737208,0.284859479,0.289971113,0.292975664,0.292694747,0.291182578,0.287998587,0.286128968,0.284085035,0.281139493,0.285053432,0.28760156,0.289742798,0.282201499,0.281463742,0.274344266,0.270761341,0.274390817,0.271639675,0.271895438,0.257991731,0.262387276,0.258356154,0.252039731,0.249873176,0.249421582,0.253155023,0.251543671,0.237210438,0.231741086,0.224681824,0.187729508,0.175714254,0.209776253,0.290987551,0.190501705,0.073356979,0.042297002,0.024283545
Resop067,0.0236686,0.313609,0.662722,1.143449859,0.344694564,training,0.053043399,0.056964591,0.061489902,0.06671004,0.072064571,0.076728217,0.080505498,0.083962157,0.087735891,0.092282474,0.097569734,0.103308566,0.109543979,0.116127625,0.122809321,0.129498512,0.136021569,0.141861677,0.14702338,0.151643157,0.156320393,0.159444839,0.163323686,0.167283073,0.171184018,0.174608439,0.177580982,0.180110499,0.18430689,0.192238942,0.201545402,0.209665522,0.215723902,0.222588062,0.229149669,0.234086767,0.238637656,0.241918504,0.245309323,0.248392537,0.251460135,0.253776938,0.255616725,0.259115785,0.262742072,0.265579522,0.26810059,0.27061078,0.27297166,0.274733037,0.275052607,0.276616305,0.279397935,0.277039975,0.275275767,0.278477609,0.282984734,0.28880164,0.292535096,0.296232104,0.298881292,0.300783664,0.303254157,0.305522621,0.30760327,0.309675157,0.312292665,0.314076364,0.316006839,0.317122847,0.317236066,0.314876914,0.307850242,0.307804257,0.311050445,0.314341545,0.320991397,0.325458318,0.327347338,0.329590231,0.331496,0.33358866,0.336150914,0.338936359,0.341484159,0.343539715,0.345212102,0.346920937,0.34809804,0.34910056,0.349116087,0.348597556,0.346688807,0.342756122,0.337963343,0.322903097,0.309023619,0.292509228,0.282739282,0.265938819,0.262378275,0.258051544,0.260726571,0.262684643,0.26117903,0.265015483,0.268913001,0.2699081,0.277410418,0.286108822,0.294660598,0.301878423,0.308030844,0.313429117,0.317763627,0.321533442,0.324852169,0.32802406,0.330955744,0.333973289,0.336929619,0.34038046,0.343409836,0.345662534,0.347463787,0.348813295,0.349507332,0.349684954,0.349415332,0.348793238,0.348864287,0.34766525,0.346503645,0.345137924,0.344014049,0.342514396,0.339671671,0.337149501,0.33229965,0.327415764,0.315268427,0.29211095,0.251696467,0.105449729,0.003543699,1.03e-05,0.009474251,0.135005057,0.138386324,0.158510983,0.0217335,0.03306869,0.112930656,0.151939318,0.178903222,0.192067608,0.206919506,0.218200505,0.226604223,0.234783471,0.240035683,0.24486807,0.25437209,0.260347277,0.263817906,0.260487109,0.264486402,0.269315958,0.273150504,0.276720911,0.27801764,0.284184545,0.28743577,0.289951801,0.295449883,0.292881489,0.292343289,0.293124229,0.289340347,0.284965217,0.28478539,0.287804514,0.293278247,0.293074161,0.287219524,0.286136717,0.281298578,0.272015482,0.267311901,0.265047103,0.267900765,0.258784294,0.25020653,0.252072424,0.248870447,0.257406831,0.265849948,0.235024184,0.241418466,0.238025919,0.217905462,0.182206005,0.149737462,0.2195739,0.166328862,0.098069541,0.088238344,0.021077659,0.019317821,0.024125457
